i,doc_idx,start_idx,token,tag
0,7.00,581,그러자,O
0,7.00,585,그는,O
0,7.00,588,『뭐!』하고,O
0,7.00,595,"물렀고,",O
0,7.00,600,나는,O
0,7.00,603,『들었을,O
0,7.00,608,"텐데,",O
0,7.00,612,...더러운,O
0,7.00,619,놈..이라,O
0,7.00,625,말했다』하고,O
0,7.00,632,대답했다.,O
0,7.00,638,그는,O
0,7.00,641,"『그래,",O
0,7.00,646,너는,O
0,7.00,649,이제,O
0,7.00,652,끝장이야』라고,O
0,7.00,660,소리쳤다.,O
0,7.00,666,나는,O
0,7.00,669,『나를,O
0,7.00,673,해고한,O
0,7.00,677,거냐?』하고,O
0,7.00,684,말했다.,O
0,7.00,689,그는,O
0,7.00,692,『그게,O
0,7.00,696,네가,O
0,7.00,699,원하는,O
0,7.00,703,거냐?』하고,O
0,7.00,710,되물었다.,O
0,7.00,716,나는,O
0,7.00,719,"『아니,",O
0,7.00,724,내가,O
0,7.00,727,당신한테,O
0,7.00,732,묻고,O
0,7.00,735,있어.,O
0,7.00,739,나,O
0,7.00,741,해고한,O
0,7.00,745,거야?』하고,O
0,7.00,752,말했다.,O
0,7.00,757,그는,O
0,7.00,760,『그래』하고,O
0,7.00,767,말했다.,O
0,7.00,772,나는,O
0,7.00,775,즉시,O
0,7.00,778,브레이크를,O
0,7.00,784,밟고,O
0,7.00,787,우측,O
0,7.00,790,엔진을,O
0,7.00,794,껐다.,O
0,7.00,798,내가,O
0,7.00,801,좌측,O
0,7.00,804,엔진도,O
0,7.00,808,끄려고,O
0,7.00,812,할,O
0,7.00,814,"때,",O
0,7.00,817,그는,O
0,7.00,820,동력조절기에서,O
0,7.00,828,내,O
0,7.00,830,손을,O
0,7.00,833,밀쳐내고,O
0,7.00,838,뭐하는,O
0,7.00,842,거냐고,O
0,7.00,846,소리쳤다.,O
0,7.00,852,나는,O
0,7.00,855,그에게,O
0,7.00,859,항공기를,O
0,7.00,864,멈추고,O
0,7.00,868,내리려고,O
0,7.00,873,한다고,O
0,7.00,877,말했다.,O
0,7.00,882,나는,O
0,7.00,885,SEAT,O
0,7.00,890,BELT와,O
0,7.00,896,SHOULDER,O
0,7.00,905,HARNESS를,O
0,7.00,914,풀고,O
0,7.00,917,일어나기,O
0,7.00,922,시작했다.,O
0,7.00,928,그는,O
0,7.00,931,나를,O
0,7.00,934,뒤로,O
0,7.00,937,밀쳐,O
0,7.00,940,의자에,O
0,7.00,944,앉히고,O
0,7.00,948,아무데도,O
0,7.00,953,가지,O
0,7.00,956,못한다고,O
0,7.00,961,말했다.,O
0,7.00,966,그러면서,O
0,7.00,971,그는,O
0,7.00,974,오른쪽,O
0,7.00,978,주먹과,O
0,7.00,982,팔뚝으로,O
0,7.00,987,내,O
0,7.00,989,턱을,O
0,7.00,992,치고,O
0,7.00,995,부조종사,O
0,7.00,1000,측면,O
0,7.00,1003,유리창,O
0,7.00,1007,쪽으로,O
0,7.00,1011,나를,O
0,7.00,1014,밀어,O
0,7.00,1017,꼼짝,O
0,7.00,1020,못하게,O
0,7.00,1024,했다.,O
0,7.00,1028,나는,O
0,7.00,1031,그를,O
0,7.00,1034,좀,O
0,7.00,1036,진정시키려,O
0,7.00,1042,"했으며,",O
0,7.00,1047,자리에,O
0,7.00,1051,앉으라고,O
0,7.00,1056,말했다.,O
0,7.00,1061,그리고,O
0,7.00,1065,내가,O
0,7.00,1068,기내에,O
0,7.00,1072,있는,O
0,7.00,1075,한,O
0,7.00,1077,더,O
0,7.00,1079,이상,O
0,7.00,1082,그가,O
0,7.00,1085,항공기를,O
0,7.00,1090,조종할,O
0,7.00,1094,수,O
0,7.00,1096,없으므로,O
0,7.00,1101,나를,O
0,7.00,1104,내리게,O
0,7.00,1108,해,O
0,7.00,1110,달라고,O
0,7.00,1114,했다.,O
0,7.00,1118,그는,O
0,7.00,1121,"『안돼,",O
0,7.00,1126,너는,O
0,7.00,1129,이,O
0,7.00,1131,일을,O
0,7.00,1134,끝내야,O
0,7.00,1138,돼!』하고,O
0,7.00,1144,말했다.,O
0,7.00,1149,나는,O
0,7.00,1152,그가,O
0,7.00,1155,나를,O
0,7.00,1158,해고했을,O
0,7.00,1163,때,O
0,7.00,1165,내,O
0,7.00,1167,일은,O
0,7.00,1170,이미,O
0,7.00,1173,끝난,O
0,7.00,1176,것이라고,O
0,7.00,1181,말했다.,O
0,7.00,1186,그는,O
0,7.00,1189,또,O
0,7.00,1191,다시,O
0,7.00,1194,나를,O
0,7.00,1197,때렸다.,O
0,7.00,1202,그래서,O
0,7.00,1206,나는,O
0,7.00,1209,오른,O
0,7.00,1212,손으로,O
0,7.00,1216,그에게,O
0,7.00,1220,펀치를,O
0,7.00,1224,날렸다.,O
0,7.00,1229,나는,O
0,7.00,1232,휘두른,O
0,7.00,1236,힘으로,O
0,7.00,1240,인해,O
0,7.00,1243,의자,O
0,7.00,1246,사이로,O
0,7.00,1250,넘어졌다.,O
0,7.00,1256,그러자,O
0,7.00,1260,그는,O
0,7.00,1263,내,O
0,7.00,1265,머리를,O
0,7.00,1269,팔로,O
0,7.00,1272,감싸,O
0,7.00,1275,꼼짝,O
0,7.00,1278,못하게,O
0,7.00,1282,하고,O
0,7.00,1285,내,O
0,7.00,1287,숨통을,O
0,7.00,1291,조르기,O
0,7.00,1295,시작했다.,O
0,7.00,1301,나는,O
0,7.00,1304,빠져나오려고,O
0,7.00,1311,발버둥쳤으나,O
0,7.00,1318,그러질,O
0,7.00,1322,못했다.,O
0,7.00,1327,나는,O
0,7.00,1330,그때,O
0,7.00,1333,손을,O
0,7.00,1336,뻗어,O
0,7.00,1339,그의,O
0,7.00,1342,CONTROL,O
0,7.00,1350,YOKE에서,O
0,7.00,1357,마이크를,O
0,7.00,1362,뽑아,O
0,7.00,1365,"'MAYDAY,",O
0,7.00,1374,"MAYDAY,",O
0,7.00,1382,MAYDAY.,O
0,7.00,1390,ABC,O
0,7.00,1394,유도로에서,O
0,7.00,1400,비상사태,O
0,7.00,1405,발생.,O
0,7.00,1409,와서도,O
0,7.00,1413,와주기,O
0,7.00,1417,바람'하고,O
0,7.00,1423,방송했다.,O
0,7.00,1429,나는,O
0,7.00,1432,순간,O
0,7.00,1435,그의,O
0,7.00,1438,조임이,O
0,7.00,1442,느슨해지는,O
0,7.00,1448,것을,O
0,7.00,1451,"느꼈으며,",O
0,7.00,1457,그,O
0,7.00,1459,틈을,O
0,7.00,1462,타서,O
0,7.00,1465,빠져,O
0,7.00,1468,나와,O
0,7.00,1471,몇번,O
0,7.00,1474,더,O
0,7.00,1476,방송을,O
0,7.00,1480,했다.,O
0,7.00,1484,그후,O
0,7.00,1487,그는,O
0,7.00,1490,내,O
0,7.00,1492,물건을,O
0,7.00,1496,챙겨,O
0,7.00,1499,나가라고,O
0,7.00,1504,"말했는데,",O
0,7.00,1510,그것으로,O
0,7.00,1515,보아,O
0,7.00,1518,그는,O
0,7.00,1521,누군가가,O
0,7.00,1526,항공기로,O
0,7.00,1531,올,O
0,7.00,1533,것이라고,O
0,7.00,1538,생각한,O
0,7.00,1542,모양이다.,O
0,7.00,1548,나는,O
0,7.00,1551,내,O
0,7.00,1553,물건을,O
0,7.00,1557,챙겨,O
0,7.00,1560,내렸다.,O
0,7.00,1565,나는,O
0,7.00,1568,항공기,O
0,7.00,1572,뒤에,O
0,7.00,1575,섰으며,O
0,7.00,1579,그가,O
0,7.00,1582,문을,O
0,7.00,1585,닫고,O
0,7.00,1588,곧바로,O
0,7.00,1592,우측,O
0,7.00,1595,엔진을,O
0,7.00,1599,시동,O
0,7.00,1602,거는,O
0,7.00,1605,것을,O
0,7.00,1608,보았다.,O
1,907.00,0,GOMUP,O
1,907.00,6,지점을,O
1,907.00,10,지나,O
1,907.00,13,위치보고와,O
1,907.00,19,SELCAL을,O
1,907.00,27,정상적으로,O
1,907.00,33,수신한,O
1,907.00,37,후에,O
1,907.00,40,Shanwick,O
1,907.00,49,Radio는,O
1,907.00,56,61N에,O
1,907.00,61,도착하면,O
1,907.00,66,Iceland,O
1,907.00,74,Radio,O
1,907.00,80,주파수인,O
1,907.00,85,126.55로,O
1,907.00,93,교신을,O
1,907.00,97,하도록,O
1,907.00,101,지시해왔다.,O
1,907.00,108,Shanwick은,O
1,907.00,118,6220N에서,O
1,907.00,126,위치보고가,O
1,907.00,132,가능한지를,O
1,907.00,138,문의해왔으나,O
1,907.00,145,불가능함을,O
1,907.00,151,통보했다.,O
1,907.00,157,61N에,O
1,907.00,162,도착하여,O
1,907.00,167,Iceland,O
1,907.00,175,Radio와,O
1,907.00,182,교신을,O
1,907.00,186,시도하니,O
1,907.00,191,6220N에서,O
1,907.00,199,위치보고를,O
1,907.00,205,지시하면서,O
1,907.00,211,우리,O
1,907.00,214,항공기가,O
1,907.00,219,경로를,O
1,907.00,223,이탈한,O
1,907.00,227,것으로,O
1,907.00,231,radar에,O
1,907.00,238,나타났다고,O
1,907.00,244,알려왔다.,O
1,907.00,250,FMC를,O
1,907.00,255,확인해보니,O
1,907.00,261,6220N,B-causal factor
1,907.00,267,지점이,I-causal factor
1,907.00,271,비행계획에서,I-causal factor
1,907.00,278,누락되어,I-causal factor
1,907.00,283,있었다.,I-causal factor
1,907.00,288,자료를,O
1,907.00,292,다시,O
1,907.00,295,입력하고,O
1,907.00,300,확인해보니,O
1,907.00,306,항공기는,B-causal factor
1,907.00,311,이미,I-causal factor
1,907.00,314,해당,I-causal factor
1,907.00,317,지점을,I-causal factor
1,907.00,321,지나쳐,I-causal factor
1,907.00,325,경로를,I-causal factor
1,907.00,329,우측으로,I-causal factor
1,907.00,334,약,I-causal factor
1,907.00,336,30NM,I-causal factor
1,907.00,341,벗어나,I-causal factor
1,907.00,345,있었다.,I-causal factor
1,907.00,350,Iceland,O
1,907.00,358,Radio가,O
1,907.00,365,항공기,O
1,907.00,369,위X를,O
1,907.00,373,확인해,O
1,907.00,377,달라고,O
1,907.00,381,했다.,O
1,907.00,385,나는,O
1,907.00,388,우리,O
1,907.00,391,항공기가,O
1,907.00,396,다음,O
1,907.00,399,waypoint로,O
1,907.00,409,향하고,O
1,907.00,413,있으며,O
1,907.00,417,나머지,O
1,907.00,421,waypoint,O
1,907.00,430,들은,O
1,907.00,433,올바르게,O
1,907.00,438,입력되어,O
1,907.00,443,있다고,O
1,907.00,447,알려줬다.,O
1,907.00,453,Iceland,O
1,907.00,461,Radio는,O
1,907.00,468,발생내용을,O
1,907.00,474,보고하겠다고,O
1,907.00,481,알려왔다.,O
1,907.00,487,이,O
1,907.00,489,번,O
1,907.00,491,사례를,O
1,907.00,495,통해,O
1,907.00,498,비행시작단계,O
1,907.00,505,뿐만,O
1,907.00,508,"아니라,",O
1,907.00,513,비행,O
1,907.00,516,중에도,O
1,907.00,520,지속적으로,O
1,907.00,526,비행경로와,O
1,907.00,532,waypoint를,O
1,907.00,542,확인해야하는,O
1,907.00,549,중요성을,O
1,907.00,554,배우게,O
1,907.00,558,되었다.,O
1,907.00,563,또,O
1,907.00,565,6220N,B-causal factor
1,907.00,571,입력이,I-causal factor
1,907.00,575,누락된,I-causal factor
1,907.00,579,이유는,I-causal factor
1,907.00,583,확인할,I-causal factor
1,907.00,587,수,I-causal factor
1,907.00,589,없다.,I-causal factor
1,907.00,593,그러나,O
1,907.00,597,",",O
1,907.00,599,MNPS(Minimum,O
1,907.00,612,Navigation,O
1,907.00,623,PerformanceSpecifications),O
1,907.00,650,공역에서,O
1,907.00,655,비행하는,O
1,907.00,660,경우에,O
1,907.00,664,'잘,O
1,907.00,667,훈련된',O
1,907.00,672,조종사는,O
1,907.00,677,비행경로,O
1,907.00,682,및,O
1,907.00,684,다음,O
1,907.00,687,waypoint,O
1,907.00,696,까지의,O
1,907.00,700,잔여거리를,O
1,907.00,706,확인하도록,O
1,907.00,712,권고하고,O
1,907.00,717,있다(북대서양,O
1,907.00,725,MNPSA,O
1,907.00,731,운영매뉴얼,O
1,907.00,737,제,O
1,907.00,739,9장).,O
1,907.00,744,항공사,O
1,907.00,748,표준운영절차에,O
1,907.00,756,이러한,O
1,907.00,760,내용을,O
1,907.00,764,반영한다면,O
1,907.00,770,이번,O
1,907.00,773,경우와,O
1,907.00,777,같은,O
1,907.00,780,에러를,O
1,907.00,784,식별하는데,O
1,907.00,790,도움이될,O
1,907.00,795,것이다.,O
2,893.00,0,두,O
2,893.00,2,활주로의,O
2,893.00,7,일부구간이,O
2,893.00,13,중첩되는,O
2,893.00,18,교차활주로의,O
2,893.00,25,경우가,O
2,893.00,29,"아니라면,",O
2,893.00,35,활주로를,O
2,893.00,40,이륙한,O
2,893.00,44,조종사가,O
2,893.00,49,유지할,O
2,893.00,53,수,O
2,893.00,55,있는,O
2,893.00,58,방향은활주로,O
2,893.00,65,방향,O
2,893.00,68,뿐이다.,O
2,893.00,73,그러나,O
2,893.00,77,",",O
2,893.00,79,아래의,O
2,893.00,83,사례에서는,O
2,893.00,89,관제탑,O
2,893.00,93,관제사가,O
2,893.00,98,기술한,O
2,893.00,102,바와,O
2,893.00,105,"같이,",O
2,893.00,109,교차활주로,O
2,893.00,115,또는,O
2,893.00,118,교차유도로인경우,O
2,893.00,127,항공기가,O
2,893.00,132,선회할,O
2,893.00,136,수,O
2,893.00,138,있는,O
2,893.00,141,방향이,O
2,893.00,145,두,O
2,893.00,147,방향으로,O
2,893.00,152,늘어나고,O
2,893.00,157,둘,O
2,893.00,159,중,O
2,893.00,161,하나는,O
2,893.00,165,잘못된,O
2,893.00,169,방향이므로,O
2,893.00,175,상황이,O
2,893.00,179,복잡해진다.,O
2,893.00,186,지상관제사가,O
2,893.00,193,내,O
2,893.00,195,관제석에,O
2,893.00,200,Strip(비행기록쪽지)를,O
2,893.00,215,놓아주었다.,O
2,893.00,222,Cherokee,O
2,893.00,231,한,O
2,893.00,233,대가,O
2,893.00,236,RWY10,O
2,893.00,242,방향에서,O
2,893.00,247,남동쪽으로,O
2,893.00,253,출,O
2,893.00,255,항한다는,O
2,893.00,260,내용이었다.,O
2,893.00,267,당시,O
2,893.00,270,RWY28,O
2,893.00,276,방향으로,O
2,893.00,281,접근,O
2,893.00,284,중인,O
2,893.00,287,항공기가,O
2,893.00,292,있었기,O
2,893.00,296,때문에,O
2,893.00,300,Cherokee를,O
2,893.00,310,수,O
2,893.00,312,분간,O
2,893.00,315,대기시켜야하는,O
2,893.00,323,상황이었다.,O
2,893.00,330,그래서,O
2,893.00,334,Cherokee에게,O
2,893.00,345,RWY17L,O
2,893.00,352,Alpha지점에서,O
2,893.00,362,중간이륙이,O
2,893.00,368,가능한지,O
2,893.00,373,물었다.,O
2,893.00,378,Cherokee는,O
2,893.00,388,가능하다고,O
2,893.00,394,하며,O
2,893.00,397,readback을,O
2,893.00,407,"했고,",O
2,893.00,411,나는,O
2,893.00,414,RWY17L,O
2,893.00,421,Alpha지점에서,O
2,893.00,431,이륙,O
2,893.00,434,및,O
2,893.00,436,남동쪽으로,O
2,893.00,442,출항을,O
2,893.00,446,허가했다.,O
2,893.00,452,나의,O
2,893.00,455,다음,O
2,893.00,458,관제사항은,O
2,893.00,464,Cessna에게,O
2,893.00,473,'활주로,O
2,893.00,478,전체를,O
2,893.00,482,사용'하는,O
2,893.00,488,것이었다.,O
2,893.00,494,나는,O
2,893.00,497,Cessna에게,O
2,893.00,506,'Cessna,O
2,893.00,514,Runway,O
2,893.00,521,17L,O
2,893.00,525,full,O
2,893.00,530,"length,",O
2,893.00,538,line,O
2,893.00,543,up,O
2,893.00,546,and,O
2,893.00,550,"wait,",O
2,893.00,556,traffic,O
2,893.00,564,departing,O
2,893.00,574,down-field.',O
2,893.00,587,라고,O
2,893.00,590,지시하였고,O
2,893.00,596,Cessna는,O
2,893.00,604,활주로의,O
2,893.00,609,이륙,O
2,893.00,612,위치로가고,O
2,893.00,618,있었다.,O
2,893.00,623,그,O
2,893.00,625,순간,O
2,893.00,628,나는,O
2,893.00,631,Cherokee가,O
2,893.00,641,RWY17,O
2,893.00,647,Alpha지점에,O
2,893.00,656,진입하는,O
2,893.00,661,것을,O
2,893.00,664,보고,O
2,893.00,667,뒤쪽의,O
2,893.00,671,RWY28,O
2,893.00,677,방향의,O
2,893.00,681,Cessna로,O
2,893.00,689,시선을,O
2,893.00,693,돌렸다.,O
2,893.00,698,그,O
2,893.00,700,때,O
2,893.00,702,지상관제사가,O
2,893.00,709,Cherokee를,O
2,893.00,719,정지시키라고,O
2,893.00,726,외쳤다.,O
2,893.00,731,돌아보니,O
2,893.00,736,Cherokee가,B-causal factor
2,893.00,746,반대방향으로,I-causal factor
2,893.00,753,이륙을,I-causal factor
2,893.00,757,시도하고,I-causal factor
2,893.00,762,있었다.,I-causal factor
2,893.00,767,활주로,O
2,893.00,771,진입후,O
2,893.00,775,좌선회하여,O
2,893.00,781,17L,O
2,893.00,785,방향으로,O
2,893.00,790,이륙해야,O
2,893.00,795,"하는데,",O
2,893.00,800,35R방향으로,B-causal factor
2,893.00,808,우선회한,I-causal factor
2,893.00,813,것이다.,I-causal factor
2,893.00,818,Cherokee에게,O
2,893.00,829,17L는,O
2,893.00,834,반대방향이라고,O
2,893.00,842,알려주자,O
2,893.00,847,일단,O
2,893.00,850,활주로를,O
2,893.00,855,빠져나왔다.,O
3,968,0,시드니,O
3,968,4,국제공항,O
3,968,9,RWY,O
3,968,13,16R에,O
3,968,18,정상,O
3,968,21,착륙하여,O
3,968,26,배정받은,O
3,968,31,주기장소인,O
3,968,37,Bay,O
3,968,41,33으로,O
3,968,46,이동,O
3,968,49,중에,O
3,968,52,발생한,O
3,968,56,상황임.,O
3,968,61,H,O
3,968,63,igh-speed,O
3,968,73,taxiway,O
3,968,81,A4를,O
3,968,85,통하여,O
3,968,89,착륙,O
3,968,92,Runway,O
3,968,99,16R을,O
3,968,104,벗어나,O
3,968,108,Taxiway,O
3,968,116,A를,O
3,968,119,이용하여,O
3,968,124,북쪽으로,O
3,968,129,taxi,O
3,968,134,하던,O
3,968,137,"중,",O
3,968,140,우리는,O
3,968,144,Taxiway,O
3,968,152,A를,O
3,968,155,이용하여,O
3,968,160,계속,O
3,968,163,북쪽으로,O
3,968,168,taxi하여,O
3,968,175,Runway,O
3,968,182,25를,O
3,968,186,통과할,O
3,968,190,것을,O
3,968,193,"허가받았고,",O
3,968,200,이어서,O
3,968,204,Taxiway,O
3,968,212,G로부터,O
3,968,217,항공기,O
3,968,221,한,O
3,968,223,대가,O
3,968,226,동쪽으로,O
3,968,231,towing되고,O
3,968,240,있었기,O
3,968,244,때문에,O
3,968,248,Taxiway,O
3,968,256,G,O
3,968,258,직,O
3,968,260,전에,O
3,968,263,정지하여,O
3,968,268,대기할,O
3,968,272,것을,O
3,968,275,지시,O
3,968,278,받았음.,O
3,968,283,towing,O
3,968,290,항공기는,O
3,968,295,Taxiway,O
3,968,303,A에서,O
3,968,307,다시,O
3,968,310,북쪽으로,O
3,968,315,"이동하였고,",O
3,968,322,우리는,O
3,968,326,Bay,O
3,968,330,33으로,O
3,968,335,진입할,O
3,968,339,것을,O
3,968,342,허가,O
3,968,345,받았음.,O
3,968,350,Bay,O
3,968,354,33으로의,O
3,968,360,통상적인,O
3,968,365,짧은,O
3,968,368,taxi,O
3,968,373,동선이었던,O
3,968,379,Taxiway,O
3,968,387,G를,O
3,968,390,통하여,O
3,968,394,서쪽으로,O
3,968,399,약간,O
3,968,402,이동한,O
3,968,406,후에,O
3,968,409,바로,O
3,968,412,우선회하여,O
3,968,418,INTL,O
3,968,423,4로,O
3,968,426,진입할,O
3,968,430,무렵,O
3,968,433,지상관제사가,O
3,968,440,우리가,O
3,968,444,INTL,O
3,968,449,3를,O
3,968,452,통하여,O
3,968,456,taxi,O
3,968,461,했어야,O
3,968,465,한다고,O
3,968,469,말하는,O
3,968,473,순간,O
3,968,476,'INTL,O
3,968,482,"3,",O
3,968,485,Bay,O
3,968,489,33',O
3,968,493,라는,O
3,968,496,관제지시가,O
3,968,502,"떠올랐고,",O
3,968,508,우리가,O
3,968,512,진입하려는,O
3,968,518,INTL,O
3,968,523,4는,O
3,968,526,잘못된,O
3,968,530,것임을,O
3,968,534,알게,O
3,968,537,되었음.,O
3,968,542,즉시,O
3,968,545,항공기를,O
3,968,550,멈추고,O
3,968,554,chart를,O
3,968,561,확인하려,O
3,968,566,"흐]•자,",O
3,968,572,지상,O
3,968,575,관제사가,O
3,968,580,'현,O
3,968,583,위치에서,O
3,968,588,그냥,O
3,968,591,Bay,O
3,968,595,33로,O
3,968,599,진행하라'고,O
3,968,606,"지시하였으며,",O
3,968,614,우리는,O
3,968,618,새로운,O
3,968,622,지시에,O
3,968,626,따라,O
3,968,629,INTL,O
3,968,634,4를,O
3,968,637,통하여,O
3,968,641,Bay,O
3,968,645,33로,O
3,968,649,진입하였음.,O
3,968,656,INTL,O
3,968,661,"3,",O
3,968,664,INTL,O
3,968,669,4,O
3,968,671,의ramp,O
3,968,677,taxiway에는,O
3,968,687,가로막는,O
3,968,692,항공기가,O
3,968,697,없었던,O
3,968,701,가운,O
3,968,704,"데,",O
3,968,707,도착이,B-causal factor
3,968,711,약,I-causal factor
3,968,713,30분,I-causal factor
3,968,717,지연된,I-causal factor
3,968,721,조급한,I-causal factor
3,968,725,상황에,I-causal factor
3,968,729,"더하여,",I-causal factor
3,968,734,INTL,B-causal factor
3,968,739,3로,I-causal factor
3,968,742,가는,I-causal factor
3,968,745,Taxiway,I-causal factor
3,968,753,A에는,I-causal factor
3,968,757,이미,I-causal factor
3,968,760,towing,I-causal factor
3,968,767,되는,I-causal factor
3,968,770,항공기가,I-causal factor
3,968,775,있었기,I-causal factor
3,968,779,때문에,I-causal factor
3,968,783,우리는,O
3,968,787,이미,O
3,968,790,수행했던,O
3,968,795,브리핑,O
3,968,799,대로,O
3,968,802,통상적인,O
3,968,807,짧은,O
3,968,810,동선이었던,O
3,968,816,INTL,O
3,968,821,4를,O
3,968,824,통한,O
3,968,827,진입을,O
3,968,831,염두에,O
3,968,835,두고,O
3,968,838,있었던,O
3,968,842,것으로,O
3,968,846,생각됨.,O
3,968,851,두,O
3,968,853,사람,O
3,968,856,모두,O
3,968,859,의심의,O
3,968,863,여지없이,O
3,968,868,Taxiway,O
3,968,876,G를,O
3,968,879,통하여,O
3,968,883,INTL,O
3,968,888,"4,",O
3,968,891,Bay,O
3,968,895,33로,O
3,968,899,진입하면서도,O
3,968,906,관제지시를,O
3,968,912,옳게,O
3,968,915,따르고,O
3,968,919,있다고,O
3,968,923,믿었던,O
3,968,927,것에,O
3,968,930,놀라지,O
3,968,934,않을,O
3,968,937,수,O
3,968,939,없었음.,O
3,968,944,관제사도10여,B-causal factor
3,968,952,시간의,I-causal factor
3,968,956,밤샘비행으로,I-causal factor
3,968,963,피로가,I-causal factor
3,968,967,쌓인,I-causal factor
3,968,970,조종사들이,I-causal factor
3,968,976,잘못,O
3,968,979,이해하거나,O
3,968,985,실수할,O
3,968,989,수,O
3,968,991,있는,O
3,968,994,여지를,O
3,968,998,줄여주는,O
3,968,1003,관제지시,O
3,968,1008,(예를,O
3,968,1012,들어,O
3,968,1015,'Continue,O
3,968,1025,north,O
3,968,1031,via,O
3,968,1035,"A,",O
3,968,1038,then,O
3,968,1043,INTL,O
3,968,1048,3,O
3,968,1050,to,O
3,968,1053,Bay33')를,O
3,968,1062,했다면,O
3,968,1066,Taxiway,O
3,968,1074,G로,O
3,968,1077,진입하는,O
3,968,1082,일은,O
3,968,1085,없지,O
3,968,1088,않았을,O
3,968,1092,까?하는,O
3,968,1097,아쉬움이,O
3,968,1102,남는,O
